City,PM25,NO2,PM10,AQI_PM25,AQI_NO2,AQI_PM10,AQI_MAX,datetimeUtc
Nairobi,13,0.026775,33,54,1,31,54,2024-02-13T19:00:00+00:00
Nairobi,12,0.026775,31,50,1,29,50,2024-02-13T20:00:00+00:00
Nairobi,16,0.02295,40,60,1,38,60,2024-02-13T21:00:00+00:00
Nairobi,11,0.0210375,29,46,1,27,46,2024-02-13T22:00:00+00:00
Nairobi,9.4,0.0210375,23,40,1,22,40,2024-02-13T23:00:00+00:00
Nairobi,11,0.02295,30,46,1,28,46,2024-02-14T00:00:00+00:00
Nairobi,13,0.0248625,37,54,1,35,54,2024-02-14T01:00:00+00:00
Nairobi,11,0.0248625,31,46,1,29,46,2024-02-14T02:00:00+00:00
Nairobi,12,0.0248625,33,50,1,31,50,2024-02-14T03:00:00+00:00
Nairobi,15,0.0363375,40,58,1,38,58,2024-02-14T04:00:00+00:00
Nairobi,18,0.0248625,44,64,1,41,64,2024-02-14T05:00:00+00:00
Nairobi,15,-0.01166625,36,58,1,34,58,2024-02-14T06:00:00+00:00
Nairobi,14,-0.0363375,31,56,1,29,56,2024-02-14T07:00:00+00:00
Nairobi,17,-0.03825,36,62,1,34,62,2024-02-14T08:00:00+00:00
Nairobi,12,-0.034425,27,50,1,25,50,2024-02-14T09:00:00+00:00
Nairobi,10,-0.0286875,19,42,1,18,42,2024-02-14T10:00:00+00:00
Nairobi,10,-0.014535,21,42,1,20,42,2024-02-14T11:00:00+00:00
Nairobi,9.5,-0.019125,18,40,1,17,40,2024-02-14T12:00:00+00:00
Nairobi,9.8,-0.01434375,20,41,1,19,41,2024-02-14T13:00:00+00:00
Nairobi,8.6,-0.026775,14,36,1,13,36,2024-02-14T14:00:00+00:00
Nairobi,9.1,-0.0306,15,38,1,14,38,2024-02-14T15:00:00+00:00
Nairobi,11,-0.00306,21,46,1,20,46,2024-02-14T16:00:00+00:00
Nairobi,13,0.0126225,29,54,1,27,54,2024-02-14T17:00:00+00:00
Nairobi,15,0.00707625,35,58,1,33,58,2024-02-14T18:00:00+00:00
Nairobi,14,0.00822375,33,56,1,31,56,2024-02-14T19:00:00+00:00
Nairobi,19,0.0087975,44,66,1,41,66,2024-02-14T20:00:00+00:00
Nairobi,17,0.01204875,40,62,1,38,62,2024-02-14T21:00:00+00:00
Nairobi,17,0.01472625,40,62,1,38,62,2024-02-14T22:00:00+00:00
Nairobi,15,0.01625625,36,58,1,34,58,2024-02-14T23:00:00+00:00
Nairobi,15,0.01702125,38,58,1,36,58,2024-02-15T00:00:00+00:00
Nairobi,13,0.017595,34,54,1,32,54,2024-02-15T01:00:00+00:00
Nairobi,14,0.0210375,38,56,1,36,56,2024-02-15T02:00:00+00:00
Nairobi,18,0.0248625,45,64,1,42,64,2024-02-15T03:00:00+00:00
Nairobi,23,0.026775,55,75,1,51,75,2024-02-15T04:00:00+00:00
Nairobi,21,0.014535,50,71,1,47,71,2024-02-15T05:00:00+00:00
Nairobi,21,-0.01472625,45,71,1,42,71,2024-02-15T06:00:00+00:00
Nairobi,12,-0.0459,24,50,1,23,50,2024-02-15T07:00:00+00:00
Nairobi,12,-0.0478125,22,50,1,21,50,2024-02-15T08:00:00+00:00
Nairobi,12,-0.0439875,23,50,1,22,50,2024-02-15T09:00:00+00:00
Nairobi,11,-0.0248625,21,46,1,20,46,2024-02-15T10:00:00+00:00
Nairobi,10,-0.0210375,20,42,1,19,42,2024-02-15T11:00:00+00:00
Nairobi,8.2,-0.0248625,12,35,1,12,35,2024-02-15T12:00:00+00:00
Nairobi,7.3,-0.0248625,9.9,31,1,10,31,2024-02-15T13:00:00+00:00
Nairobi,7.4,-0.0210375,10,31,1,10,31,2024-02-15T14:00:00+00:00
Nairobi,7.5,-0.0187425,10,32,1,10,32,2024-02-15T15:00:00+00:00
Nairobi,8.5,-0.01587375,14,36,1,13,36,2024-02-15T16:00:00+00:00
Nairobi,13,-0.00187425,27,54,1,25,54,2024-02-15T17:00:00+00:00
Nairobi,16,0.00306,38,60,1,36,60,2024-02-15T18:00:00+00:00
Nairobi,17,0.00745875,38,62,1,36,62,2024-02-15T19:00:00+00:00
Nairobi,19,0.01663875,44,66,1,41,66,2024-02-15T20:00:00+00:00
Nairobi,17,0.01778625,40,62,1,38,62,2024-02-15T21:00:00+00:00
Nairobi,43,0.01702125,77,120,1,63,120,2024-02-15T22:00:00+00:00
Nairobi,14,0.019125,36,56,1,34,56,2024-02-15T23:00:00+00:00
Nairobi,23,0.02295,53,75,1,50,75,2024-02-16T00:00:00+00:00
Nairobi,16,0.0248625,42,60,1,39,60,2024-02-16T01:00:00+00:00
Nairobi,30,0.0248625,66,90,1,57,90,2024-02-16T02:00:00+00:00
Nairobi,21,0.026775,50,71,1,47,71,2024-02-16T03:00:00+00:00
Nairobi,19,0.0325125,47,66,1,44,66,2024-02-16T04:00:00+00:00
Nairobi,20,0.0156825,48,69,1,45,69,2024-02-16T05:00:00+00:00
Nairobi,14,-0.0065025,33,56,1,31,56,2024-02-16T06:00:00+00:00
Nairobi,17,-0.026775,36,62,1,34,62,2024-02-16T07:00:00+00:00
Nairobi,14,-0.034425,29,56,1,27,56,2024-02-16T08:00:00+00:00
Nairobi,11,-0.019125,21,46,1,20,46,2024-02-16T09:00:00+00:00
Nairobi,10,-0.01319625,20,42,1,19,42,2024-02-16T10:00:00+00:00
Nairobi,9.2,-0.00612,17,39,1,16,39,2024-02-16T11:00:00+00:00
Nairobi,9.3,-0.00898875,18,39,1,17,39,2024-02-16T12:00:00+00:00
Nairobi,8.7,-0.0118575,15,37,1,14,37,2024-02-16T13:00:00+00:00
Nairobi,8,-0.0156825,13,34,1,13,34,2024-02-16T14:00:00+00:00
